greenhouse_id,crop_type,variety,planting_date,harvest_date,days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,soil_pH,yield_kg_per_m2
5,Lettuce,Butterhead,17-03-23,23-04-23,37,19.2,18.1,20.3,77.3,820,34183,11.7,8.4,121,32,146,1.6,6.8,6.95
4,Cucumber,Pickling,23-05-23,14-07-23,52,19,17.2,21.1,83.6,605,43813,15.5,7,105,99,169,0,6.3,12.89
5,Cucumber,Slicing,13-06-23,14-08-23,62,22.3,20.2,23.5,93.7,844,33812,16,4.3,113,42,176,1.8,6.1,10.32
1,Cucumber,Slicing,03-09-23,10-11-23,68,23.5,20.7,26.7,90.7,684,29216,13.1,4.9,114,76,165,1,6,11.09
5,Cucumber,Pickling,16-12-23,22-02-24,68,21.1,19.8,22.8,86.1,756,31587,10,6.3,,,,0,7,14.37
4,Tomato,Cherry,25-05-23,31-07-23,67,24.1,21.7,26,82.4,998,29568,15.6,5.4,246,80,222,0.9,6.7,22.73
2,Cucumber,English,26-12-23,21-02-24,57,24.7,23.3,26.9,88.5,552,21076,10,7.4,187,66,187,0,6.7,10.15
1,Cucumber,Pickling,14-08-23,18-10-23,65,24.1,23,25.6,90.7,659,37315,14.4,10.2,111,84,155,2.8,6.8,5.84
1,Tomato,Beefsteak,07-08-23,11-10-23,65,25.8,24.8,27.3,82.3,808,34838,14.7,6.3,229,69,180,0.7,6.1,23.51
4,Tomato,Roma,21-09-23,14-12-23,84,22.7,21,24.9,75.3,986,28581,11.9,5.5,176,113,151,2.4,6.1,17.44
2,Tomato,Heirloom,22-05-23,29-07-23,68,27.6,26.2,29.8,81.6,965,31052,15.5,7,241,90,220,3.9,6.5,18.18
3,Tomato,Beefsteak,31-07-23,12-10-23,73,19.4,17,21.1,70.8,822,23654,15.1,4.4,171,91,209,0.5,6.4,16.77
5,Cucumber,Slicing,24-07-23,13-09-23,51,25.3,22.4,27.8,83.4,760,33214,15.3,9.9,123,49,190,1.4,7,12.72
3,Cucumber,English,17-10-23,25-12-23,69,,,,,,,10.2,7.9,191,69,145,1.7,5.9,9.6
1,Tomato,Heirloom,25-10-23,09-01-24,76,24.7,22.2,26.8,80.2,533,23673,10,7.1,228,54,217,0.2,7.2,18.35
3,Cucumber,English,06-09-23,12-11-23,67,24.6,23.4,27.7,78.6,995,28616,12.9,6.1,184,67,171,1,7.1,15.39
4,Lettuce,Butterhead,26-01-23,28-02-23,33,16.1,13.5,18.5,80.9,564,19279,10,4.5,95,45,144,0.2,7.1,4.21
2,Cucumber,Pickling,02-12-23,21-01-24,50,23,21.9,26,88.4,668,27762,10,7.6,138,66,175,0.5,6.8,13.52
5,Cucumber,Slicing,13-03-23,10-05-23,58,22.7,19.3,25.6,90,648,29488,11.5,6,102,79,181,4,6.4,11.25
1,Pepper,Habanero,09-12-23,09-03-24,91,26.2,25.1,27.4,62,833,20779,10,7.3,120,44,186,0.1,7.2,8.23
3,Tomato,Roma,16-05-23,14-08-23,90,28.5,26.4,30.7,74.1,917,46774,15.3,10.5,235,72,225,4.3,7.1,12.75
5,Cucumber,Pickling,05-10-23,27-11-23,53,,,,,,,10.9,6.8,167,78,172,0,6.8,11.23
3,Tomato,Roma,02-01-23,09-03-23,66,23.2,21.1,25.1,79.8,800,13124,10,7.2,201,106,204,1.3,6.2,12.8
3,Cucumber,Pickling,15-04-23,18-06-23,64,25.1,22.1,27.9,71.3,839,30129,13.7,6.8,131,83,189,1.7,6,13.51
2,Tomato,Beefsteak,14-01-23,31-03-23,76,21.6,19,23.6,82.9,736,16892,10,8.2,242,99,206,3.1,6,11.39
4,Tomato,Cherry,06-01-23,05-04-23,89,23.4,21.7,24.8,75.8,641,19221,10,7.4,169,55,203,3.4,6.4,10.33
1,Pepper,Habanero,10-11-23,06-02-24,88,22.7,21.2,23.8,93.1,747,19364,10,6.3,128,58,191,3.2,6.3,7.71
2,Cucumber,Slicing,16-04-23,23-06-23,68,26.6,23.9,29.4,96,533,35912,13.7,4.6,133,94,139,2.1,7.6,12.55
5,Tomato,Roma,17-03-23,28-05-23,72,24.8,23.4,27.3,72.6,803,28700,11.7,9.4,,,,4.6,6.1,7.78
2,Cucumber,English,23-12-23,19-02-24,58,,,,,,,10,4.2,171,66,165,2,6.9,12.21
3,Lettuce,Romaine,07-04-23,13-05-23,36,14.1,12.1,15.7,63.5,740,43022,13.2,4,,,,2,7,7.88
1,Lettuce,Leaf,04-02-23,26-03-23,50,20.5,18.4,22.3,86.1,814,26245,10,4.1,119,66,129,2,6.2,9.11
5,Tomato,Heirloom,12-11-23,16-01-24,65,25.1,23.7,26.7,84.5,742,21307,10,8.4,185,118,250,3.5,6.8,13.94
5,Cucumber,Pickling,04-11-23,24-12-23,50,25.9,22.9,28.3,73.7,923,31033,10,7.8,165,73,172,0.5,6,10.79
3,Tomato,Beefsteak,12-07-23,14-09-23,64,27.3,24.5,30.2,74.4,859,39833,15.7,6.8,205,52,168,0,7.2,21.25
5,Tomato,Cherry,02-06-23,01-08-23,60,25.5,24.2,26.5,66.4,852,32604,15.8,6.3,225,52,194,1.3,6.6,21.96
5,Pepper,Habanero,16-06-23,02-09-23,78,26.4,24,28.9,72,982,39412,16,7.3,134,85,130,4,6.8,9.58
5,Pepper,Bell,07-11-23,14-02-24,99,22.6,20.3,24.5,79,927,30526,10,8.6,174,47,140,0.2,5.7,5.45
5,Cucumber,Pickling,04-09-23,30-10-23,56,23.9,22.5,25.6,78.4,798,29105,13.1,8.4,133,73,134,2.1,5.9,10.57
1,Tomato,Heirloom,23-12-23,11-03-24,79,23.4,21.1,26,66,650,15202,10,7.4,170,111,228,1.4,6.8,9.69
4,Tomato,Beefsteak,24-01-23,03-04-23,69,24.7,23,26.4,90.8,972,20511,10,6.4,177,96,199,2.3,6.2,20.35
5,Lettuce,Romaine,22-01-23,06-03-23,43,19.8,18.5,20.9,75,651,17808,10,5.2,114,70,139,4.9,7.1,4.81
4,Cucumber,English,17-02-23,15-04-23,57,25.3,24.3,28.8,75.2,778,28339,10,5.8,121,99,183,1.2,5.5,11.99
5,Tomato,Cherry,02-03-23,16-05-23,75,24.9,22.5,26.4,66.7,926,24977,10.7,9.6,208,63,194,1.7,,14
5,Cucumber,Pickling,29-09-23,19-11-23,51,22.9,21.7,24.2,68.7,939,30525,11.3,5.5,189,41,174,0.4,6.3,13.78
4,Pepper,Jalapeno,30-06-23,04-10-23,96,28.6,26.8,30.6,62.9,789,41050,15.9,9.2,128,59,140,5.4,7.1,3.8
5,Tomato,Beefsteak,10-05-23,23-07-23,74,,,,,,,15,4.1,195,54,198,0.7,6.2,20.93
2,Pepper,Habanero,17-01-23,20-04-23,93,27.7,26.1,28.8,76.6,868,23552,10,5.7,188,62,137,1.5,6.7,11.28
4,Cucumber,Slicing,20-03-23,21-05-23,62,22.5,20.6,23.8,82.7,685,32146,11.9,7.6,156,53,186,2,6.4,10.49
5,Tomato,Heirloom,13-01-23,22-03-23,68,20.3,19.2,22.4,77.6,744,15249,10,3.2,,,,0.6,6.4,16.33
3,Tomato,Cherry,06-06-23,04-09-23,90,22.4,21.2,23.8,89.4,894,34052,15.9,5.6,194,95,177,4.1,6.4,13.74
2,Cucumber,Pickling,13-04-23,11-06-23,59,21.7,19.3,23.4,81.9,764,26539,13.5,8,133,90,150,1.2,6.5,11.17
2,Tomato,Heirloom,03-06-23,24-08-23,82,21.7,20.1,22.9,67.5,863,43226,15.8,5.9,245,108,203,0.2,6.4,24.86
2,Cucumber,Slicing,05-03-23,06-05-23,62,24.8,23,26.3,63.9,700,28516,10.9,8.5,149,87,138,1.5,6.4,13.54
3,Pepper,Habanero,24-10-23,10-01-24,78,22.9,20.3,23.9,66.6,548,27657,10,7.2,179,88,180,1.3,6.5,5.91
3,Tomato,Heirloom,24-03-23,09-06-23,77,24.5,22.8,26.2,66,877,34120,12.2,8.1,172,70,216,1.1,6.5,14.27
3,Tomato,Beefsteak,18-12-23,07-03-24,80,26.9,25.6,28,83,722,14645,10,6.4,242,82,206,2.1,5.7,17.1
4,Cucumber,Pickling,12-06-23,08-08-23,57,24.7,23.1,26.4,65.5,608,45779,16,6.8,200,54,179,3.3,5.7,15.97
2,Lettuce,Butterhead,17-11-23,18-12-23,31,19.6,17.4,22,79,905,22513,10,6.7,101,45,137,,6.3,7.41
5,Cucumber,English,04-12-23,25-01-24,52,22.2,20.9,24.2,91,854,25288,10,6.8,163,65,194,3.2,7,10.48
5,Tomato,Beefsteak,17-08-23,11-11-23,86,25.2,23.6,26.9,75.4,913,39105,14.2,10.5,156,67,229,2.4,6.4,10.36
5,Tomato,Beefsteak,08-01-23,20-03-23,71,25.9,24.4,27.1,69.4,816,26734,10,8.2,199,83,178,0.8,7.1,17.06
4,Pepper,Jalapeno,13-04-23,29-06-23,77,26.6,24.9,27.7,69.6,798,32573,13.5,7.6,182,56,131,1.9,6.7,9.71
2,Lettuce,Butterhead,25-01-23,07-03-23,41,16.2,13.3,18.1,74.7,917,29328,10,2.7,107,63,102,4.5,7,7.41
5,Tomato,Cherry,24-03-23,24-05-23,61,,,,,,,12.2,6.9,223,105,230,0,6,18.63
4,Cucumber,English,06-08-23,01-10-23,56,23.7,21.4,27.3,74.6,735,35996,14.8,9.2,167,74,130,0,6.1,7.56
4,Tomato,Beefsteak,07-08-23,31-10-23,85,25.4,23.7,26.5,80.4,627,42022,14.7,4.8,,,,0,7.5,25.3
1,Cucumber,Slicing,16-01-23,21-03-23,64,24.4,23,25.8,88.1,819,18791,10,4,178,77,192,1.4,5.7,10.58
2,Cucumber,Slicing,15-08-23,05-10-23,51,23.4,21.8,25.6,83.8,695,35837,14.3,9.8,137,86,122,0.9,6.1,7.48
2,Cucumber,English,31-01-23,31-03-23,59,24.6,22.9,26.5,91.3,819,34283,10,6.2,,,,2,6.4,16.26
2,Lettuce,Leaf,02-06-23,04-07-23,32,17.2,15.1,18.6,76.1,973,37326,15.8,5.6,146,58,100,3.2,7,4.95
2,Tomato,Roma,17-10-23,20-12-23,64,23.6,20.9,27.1,82.3,905,24856,10.2,7.7,196,81,179,5.2,6.5,14.92
4,Pepper,Habanero,14-11-23,26-01-24,73,24.5,23.3,25.8,64.3,764,19859,10,6.5,131,59,182,0.7,7.3,8.94
1,Tomato,Roma,31-10-23,18-01-24,79,24.7,21.8,27.6,78.7,730,28211,10,6.3,216,86,173,0.7,6.3,22.08
3,Pepper,Jalapeno,01-03-23,23-05-23,83,22.9,21.3,25.6,75,647,31428,10.6,9.1,176,81,175,3.4,6.1,6.05
2,Lettuce,Romaine,07-03-23,23-04-23,47,15.9,14.1,17.7,78.4,628,30797,11,5.4,88,65,101,3,7.1,8.02
2,Cucumber,Slicing,20-05-23,26-07-23,67,,,,,,,15.4,6.3,176,56,146,,6.7,17.66
4,Tomato,Heirloom,23-04-23,07-07-23,75,21.7,20.3,23.2,60.1,885,38505,14.2,8,164,112,229,0.2,6.1,18.55
2,Lettuce,Butterhead,11-01-23,12-02-23,32,14.8,13.3,17,63.1,879,15608,10,4.2,110,32,89,2.2,6,7.63
1,Cucumber,English,05-12-23,05-02-24,62,25.2,24,26.3,70.8,554,18678,10,9.6,187,58,154,1,6,9.12
3,Cucumber,Pickling,20-12-23,11-02-24,53,21.9,20.7,23.4,79.9,759,26867,10,6.2,186,90,182,4.8,6.7,8.62
5,Lettuce,Iceberg,25-02-23,05-04-23,39,15.5,13.5,17.5,76.4,901,35452,10.4,4.6,132,56,135,1.2,6.3,8.94
2,Pepper,Jalapeno,15-12-23,15-03-24,91,27.9,26.7,29.2,81.6,666,17610,10,11.9,,,,3.3,6.2,6.72
2,Lettuce,Butterhead,09-07-23,11-08-23,33,13.7,12.2,15.8,79.1,1004,34191,15.8,3.9,80,61,95,0.4,6.5,2.92
5,Tomato,Beefsteak,16-08-23,12-11-23,88,,,,,,,14.2,10.5,189,62,221,0.8,6.4,16.95
4,Cucumber,English,24-09-23,30-11-23,67,22.9,21.8,24.4,83.5,679,29988,11.7,6.8,106,62,127,0.8,5.5,11.04
5,Cucumber,English,07-02-23,05-04-23,57,22.9,21.1,24.1,83,715,17585,10,8.7,143,43,169,1.2,6.6,10.69
3,Tomato,Heirloom,26-06-23,12-09-23,78,26,23.2,27,76.7,870,34866,16,8,245,97,218,1,7.1,17.58
1,Tomato,Heirloom,01-01-23,24-03-23,82,21.9,19.5,24,62.5,1093,24701,10,6.1,178,68,155,3,,17.38
4,Tomato,Beefsteak,06-10-23,17-12-23,72,24,21.8,25.1,66.9,762,36884,10.9,9.2,244,97,163,0.3,5.8,15.83
2,Pepper,Habanero,06-12-23,28-02-24,84,27.8,25.4,31,65.6,679,15920,10,4.5,178,61,176,0.8,6.4,9.97
4,Tomato,Cherry,23-02-23,27-04-23,63,,,,,,,10.3,8.4,194,100,200,0.8,7,11.09
4,Tomato,Heirloom,26-07-23,10-10-23,76,21.5,20,22.9,75.3,939,37116,15.3,8,198,107,231,0.4,8,15.91
4,Tomato,Heirloom,25-03-23,28-05-23,64,23.7,20.2,27.4,59.8,733,40858,12.3,8,163,56,198,0.4,6.4,17.6
2,Tomato,Heirloom,27-10-23,21-01-24,86,23.1,21.6,26,69.6,900,22481,10,3.8,192,109,212,2.9,6.7,16.72
3,Tomato,Roma,05-08-23,02-11-23,89,25.7,24.3,26.9,88.5,690,34024,14.8,4.1,236,50,234,2,6.6,20.24
2,Lettuce,Butterhead,10-11-23,17-12-23,37,17.1,14.5,20.6,74.9,907,21611,10,7.3,99,57,88,3.9,6.1,6.44
3,Tomato,Cherry,14-05-23,23-07-23,70,26.3,24.8,27.7,87.2,582,46541,15.2,8.3,199,88,180,0,6.6,16.98
2,Cucumber,English,19-06-23,09-08-23,51,24.3,23.1,25.7,75,659,36461,16,6.3,177,92,186,0.8,6,16.76
3,Cucumber,English,15-01-23,26-03-23,70,25.7,23.8,27.7,84.7,1040,24861,10,11,125,85,190,2.4,5.9,7.88
4,Cucumber,English,27-03-23,25-05-23,59,24.8,23.6,26.2,84.7,831,21936,12.4,9.2,132,62,184,1.1,6.7,8.48
3,Lettuce,Iceberg,21-03-23,08-05-23,48,17.8,14.4,19.5,63.9,932,23085,12,5.7,103,50,92,3.3,6.6,10.26
4,Cucumber,Pickling,07-03-23,14-05-23,68,25.7,24.4,27.9,86.6,1082,30619,11,8.7,190,72,160,0.6,6.5,8.33
3,Tomato,Roma,04-07-23,23-09-23,81,23.8,22.7,24.8,77,768,38491,15.9,10.2,215,55,154,2.8,6.2,14.81
2,Cucumber,Pickling,23-03-23,23-05-23,61,23.7,21.3,25.3,68.2,572,24489,12.1,9.6,,,,1.1,6.4,9.12
4,Lettuce,Romaine,16-09-23,17-10-23,31,16.7,13.4,20,82.9,713,27741,12.2,5.2,107,66,143,1,7,4.13
2,Tomato,Cherry,08-08-23,11-10-23,64,22.6,21.3,23.7,86.1,1116,39377,14.7,4.9,231,72,214,3.4,7,20.3
3,Cucumber,Pickling,05-08-23,24-09-23,50,23.2,22.1,24.8,85,882,35229,14.8,6.7,194,51,158,0.8,7.7,12.65
1,Cucumber,English,15-10-23,24-12-23,70,26.8,25.6,29.4,78.9,737,26679,10.3,6.2,177,66,154,1.1,6.6,14.69
1,Cucumber,English,24-08-23,17-10-23,54,24,22.6,25.5,82.7,692,32415,13.8,6.7,112,81,182,0.6,6.4,11.2
4,Lettuce,Butterhead,22-12-23,21-01-24,30,21.2,19.5,24.1,63.8,671,33710,10,7,147,63,112,2.2,6.5,3.39
4,Lettuce,Butterhead,11-04-23,21-05-23,40,17.8,15.4,19.9,74.4,673,30266,13.4,5.5,103,55,84,0.3,6,11.18
2,Tomato,Roma,20-03-23,31-05-23,72,22.9,20.5,25.3,75.8,1010,30499,11.9,4,,,,4.1,7.2,20.51
4,Tomato,Roma,10-03-23,17-05-23,68,23.5,21.7,24.6,88,903,28043,11.2,7.2,236,63,246,2.9,7.1,15.25
4,Tomato,Heirloom,19-04-23,10-07-23,82,26.7,24.2,28.9,74.5,807,31699,13.9,10,171,80,211,2.1,7.1,10.63
1,Cucumber,Slicing,27-12-23,24-02-24,59,25.5,24.4,27.2,66,561,29538,10,5.8,181,91,159,2.8,7.1,15.37
3,Tomato,Heirloom,21-07-23,04-10-23,75,25,23.6,26.3,63.1,819,40218,15.5,8.1,245,74,244,3,7.4,15.88
2,Cucumber,Pickling,29-08-23,04-11-23,67,22.1,20,25.8,69.5,680,32302,13.4,8.1,,,,0.8,6.8,11.37
4,Cucumber,Pickling,14-10-23,03-12-23,50,24.6,21,28.1,91.2,1004,20902,10.4,7.5,167,68,144,0.3,7.4,10.83
5,Lettuce,Leaf,18-09-23,30-10-23,42,18.8,16.4,20.1,60.5,692,32314,12.1,5.4,126,45,127,0.4,6.2,9.61
3,Tomato,Heirloom,11-07-23,11-09-23,62,26.3,23.3,28.9,79.8,656,35761,15.7,6.5,168,118,187,0.6,7.1,19.03
4,Cucumber,English,09-09-23,10-11-23,62,22,20.2,24.6,76.9,654,33330,12.7,5.4,188,57,147,0.1,6.1,12.7
4,Cucumber,English,18-11-23,15-01-24,58,26.8,25.5,29.5,86.7,758,18441,10,7.8,105,81,160,0,6.1,5.79
4,Cucumber,Pickling,08-11-23,28-12-23,50,24.6,23.4,25.7,74.1,872,23018,10,4.2,,,,5.1,6,7.72
2,Cucumber,Pickling,01-09-23,27-10-23,56,,,,,,,13.3,9.5,140,58,189,1.4,7.2,6.11
1,Cucumber,English,01-04-23,29-05-23,58,23,20.2,25.9,67.6,1082,29772,12.8,8,150,77,147,1.2,5.9,11.42
4,Tomato,Heirloom,01-09-23,28-11-23,88,27.7,24.3,28.7,74,784,37815,13.3,9.9,243,120,222,1.6,6.7,14.23
1,Pepper,Bell,14-05-23,30-07-23,77,25.3,23.9,27.1,57.4,943,36682,15.2,5.8,139,52,182,2.7,7.3,12.14
3,Cucumber,English,07-07-23,10-09-23,65,21.6,20,22.8,86.4,1167,40296,15.8,5.1,171,81,159,2.8,6.4,18.33
5,Lettuce,Leaf,19-02-23,10-04-23,50,21.8,20.3,23.2,61.3,807,24343,10,3.9,126,32,102,0,7.4,8.94
1,Tomato,Roma,09-07-23,22-09-23,75,24.5,23.3,26.5,78.1,1032,36872,15.8,5.6,197,115,200,3.5,7,22.24
2,Lettuce,Butterhead,26-05-23,06-07-23,41,16.4,12.7,17.4,69.2,683,41568,15.6,4.2,,,,0,6.1,11.03
4,Cucumber,Pickling,19-11-23,18-01-24,60,26.1,24.8,27.6,69.9,741,16984,10,5.6,109,42,171,0.6,6.8,9.5
2,Cucumber,Slicing,02-07-23,28-08-23,57,25.3,24.1,26.8,81.9,781,43791,15.9,6.7,106,70,127,4.1,7.1,13.57
2,Tomato,Heirloom,27-02-23,11-05-23,73,23.6,22.2,25.5,82.6,785,24054,10.5,7.8,209,58,187,4.9,7.1,12.92
3,Cucumber,English,02-05-23,22-06-23,51,22.5,21.1,23.8,90.1,681,26080,14.6,6.9,145,41,127,3.2,6.6,7.97
3,Cucumber,Slicing,01-01-23,12-03-23,70,23.7,22.7,25.2,78.8,631,24922,10,6.3,165,45,134,3,6.4,12.41
4,Tomato,Cherry,26-05-23,26-07-23,61,23.8,22.6,25.3,60.7,1077,39275,15.6,3.7,246,84,231,2.2,6.6,20.91
5,Tomato,Roma,29-12-23,01-03-24,63,23.9,21.5,26.3,77.4,881,25884,10,5.2,244,57,213,2.5,6.3,20.77
1,Lettuce,Romaine,20-04-23,31-05-23,41,16.3,13.4,19.6,74.2,562,42821,14,4,89,33,84,0,6.2,9.45
4,Tomato,Beefsteak,05-03-23,26-05-23,82,28.5,25.4,30,77.3,934,21569,10.9,8.2,167,66,198,3.7,6.3,10.26
1,Cucumber,Slicing,26-03-23,26-05-23,61,20.1,18.1,21.5,86.1,689,27025,12.3,5.5,121,57,188,4.2,6.7,12.02
2,Cucumber,Pickling,20-05-23,26-07-23,67,,,,,,,15.4,6.8,149,82,199,0.7,7.8,17.34
1,Cucumber,English,14-08-23,15-10-23,62,25.8,22.5,28.9,72.5,932,38483,14.4,8.8,166,69,197,2.1,6.4,9.06
4,Tomato,Beefsteak,23-04-23,12-07-23,80,25.9,24.2,27.1,64.3,507,30254,14.2,8.4,190,80,165,0.2,6.2,15.49
5,Tomato,Roma,03-11-23,05-01-24,63,24.3,22.9,25.6,71,1001,19743,10,6.8,161,65,163,4.7,6.6,15.98
3,Cucumber,Pickling,08-05-23,05-07-23,58,21,19.7,22.4,71.9,1008,32961,14.9,9.7,169,96,160,1.6,,7.57
2,Cucumber,English,17-03-23,06-05-23,50,25.4,23.8,26.5,83.5,639,16715,11.7,6.9,167,98,180,2.8,5.5,8.6
5,Tomato,Roma,21-03-23,31-05-23,71,25.2,24.1,26.8,91.3,688,30761,12,6.7,246,64,215,1.4,6.3,18.47
5,Tomato,Cherry,02-05-23,24-07-23,83,27.4,26.1,28.6,59,672,29289,14.6,6.7,224,101,186,1.9,6.1,15.45
5,Lettuce,Romaine,17-09-23,28-10-23,41,18.9,17.6,21.3,66.2,983,32944,12.2,4.7,119,33,123,0.8,6.8,9.28
1,Tomato,Beefsteak,22-02-23,30-04-23,67,27.1,25.8,29.3,77.2,949,27769,10.2,7.7,192,82,237,2.9,6.2,12.9
4,Lettuce,Butterhead,16-12-23,17-01-24,32,,,,,,,10,4.9,107,33,90,1.8,6,8.5
4,Tomato,Roma,19-03-23,07-06-23,80,22.6,21.4,24.1,87,661,30770,11.9,5.4,206,76,210,4.6,6.6,17.52
3,Tomato,Beefsteak,22-05-23,17-08-23,87,25.4,24.2,26.7,74.1,575,41516,15.5,7,153,103,171,3.5,7.4,13.95
1,Pepper,Habanero,23-06-23,14-09-23,83,23.9,21.8,25.1,69.5,671,30180,16,3.8,195,82,162,0,6.4,12.63
5,Lettuce,Leaf,29-04-23,30-05-23,31,18.6,17.2,20,79.6,908,29431,14.5,6.2,133,31,138,0.9,6.6,10.63
5,Tomato,Beefsteak,10-10-23,31-12-23,82,25.5,23.6,26.7,66.8,984,26053,10.6,6.5,153,101,188,4.2,5.7,16.29
4,Cucumber,Pickling,13-12-23,12-02-24,61,25.2,23.1,27.1,79.7,606,21551,10,8,119,41,150,0.5,6.8,9.59
3,Cucumber,English,20-02-23,26-04-23,65,27.4,26.2,28.7,86.9,847,24471,10.1,7.8,118,73,167,2.3,6.2,8.78
2,Tomato,Heirloom,26-07-23,26-09-23,62,24.6,23,26.6,69,758,39191,15.3,10.9,194,99,188,1.1,5.8,16.99
2,Lettuce,Iceberg,28-05-23,12-07-23,45,21.8,19.4,23.4,75.3,663,32877,15.7,6.3,,,,0.3,6.4,8.33
5,Tomato,Heirloom,23-12-23,21-03-24,89,,,,,,,10,8,196,101,169,0,6.5,11.05
1,Lettuce,Iceberg,05-09-23,17-10-23,42,16.8,15.2,18.2,75.1,968,31050,13,5.5,145,62,90,1.6,6.8,8.16
4,Tomato,Cherry,05-10-23,02-01-24,89,24.9,22.6,26.1,62.9,811,21519,10.9,7.5,193,73,154,3.8,7,12.88
5,Tomato,Roma,12-02-23,14-04-23,61,26.8,24.9,27.8,85.6,848,20448,10,6.7,164,90,191,2.6,6.4,17.18
4,Lettuce,Butterhead,20-09-23,24-10-23,34,21,19.1,22.2,79,468,38937,12,3.6,86,59,114,0.5,6.4,10.08
3,Tomato,Beefsteak,10-04-23,19-06-23,70,26.1,23.9,28.4,78.5,760,32915,13.4,9.9,,,,0.4,,19.15
5,Tomato,Roma,11-06-23,17-08-23,67,22.7,18.9,24.3,75.6,778,41673,15.9,5.6,179,106,191,2.9,7.1,20.21
1,Cucumber,English,27-09-23,29-11-23,63,24.1,21.9,28,88.6,891,29600,11.5,4.2,136,78,123,3.2,6.6,12.71
5,Tomato,Heirloom,02-09-23,26-11-23,85,25.5,24.3,26.8,76.4,703,33169,13.2,10.7,,,,0,6.9,17.75
1,Lettuce,Iceberg,18-01-23,24-02-23,37,18.5,16.6,19.9,56.8,673,27248,10,5.2,121,30,135,5.2,,10.37
4,Tomato,Cherry,31-07-23,14-10-23,75,28.8,27.4,30.7,68.1,490,37017,15.1,10,184,114,151,1.7,6.4,16.36
5,Tomato,Cherry,17-12-23,11-03-24,85,25.2,23.4,26.3,70.5,1027,26178,10,9,196,59,247,1.5,6.2,12.06
3,Lettuce,Leaf,24-12-23,06-02-24,44,21.3,19.4,22.4,64.7,747,26516,10,4,108,30,102,4.6,6.9,6.27
1,Cucumber,Pickling,19-10-23,23-12-23,65,23.2,21.7,25,73.9,807,28139,10.1,10.1,191,78,195,1.9,6.6,6.36
3,Tomato,Beefsteak,20-05-23,29-07-23,70,21.8,20.7,23.2,83.7,923,32008,15.4,3.6,185,66,247,0.7,6.3,20.39
1,Lettuce,Leaf,01-04-23,10-05-23,39,19,17,21.9,65,816,22538,12.8,4.6,148,50,104,0,,8.21
5,Tomato,Heirloom,21-03-23,16-06-23,87,24.2,23,25.4,77,736,25979,12,5.6,165,66,204,3.5,5.2,15.48
4,Pepper,Habanero,07-10-23,26-12-23,80,25.5,23.9,27.8,68.2,832,33206,10.8,6.8,122,68,152,0,5.3,8.94
4,Lettuce,Romaine,27-02-23,06-04-23,38,18.5,17.1,19.6,61.3,774,27226,10.5,3,143,53,147,1.8,6,6.73
3,Cucumber,Slicing,10-12-23,13-02-24,65,21.9,20.5,23,69.5,640,20735,10,3.9,105,59,196,1.5,6,8.83
2,Pepper,Bell,24-04-23,08-07-23,75,30.5,29.3,33.1,71.8,1017,29314,14.2,7.3,197,53,128,0,6.6,13.13
5,Tomato,Roma,09-11-23,09-01-24,61,21.1,18.7,24.1,74.3,892,28041,10,7.6,162,81,191,3.4,6.4,13.49
3,Cucumber,Pickling,28-03-23,28-05-23,61,24.8,23.5,26.9,87,566,29866,12.5,6.1,199,58,154,0.4,5.8,14.45
3,Cucumber,Pickling,25-05-23,30-07-23,66,27.3,24.9,30.7,78.2,622,47985,15.6,8.5,151,93,143,4.2,5.9,11.94
2,Cucumber,Slicing,27-08-23,31-10-23,65,,,,,,,13.6,6.2,166,69,158,0,6.3,12.56
2,Tomato,Cherry,18-03-23,02-06-23,76,22.8,21.7,24.4,83.7,864,32367,11.8,6.3,233,103,235,1.8,6.6,22.68
5,Pepper,Habanero,22-11-23,21-02-24,91,23.7,22.7,25.6,64.5,761,15044,10,7.8,160,87,155,1.2,6,9.48
5,Tomato,Heirloom,28-04-23,02-07-23,65,26.3,24,27.4,81.9,839,37196,14.4,7.9,214,81,151,1.2,7.3,19.67
2,Lettuce,Leaf,31-12-23,09-02-24,40,17.1,16.1,18.8,59.3,780,17350,10,3.1,84,31,110,0.2,6.4,5.31
2,Tomato,Roma,27-05-23,06-08-23,71,28.6,27.1,30,83,892,38897,15.7,9.9,200,100,232,1.5,5.9,12.3
2,Tomato,Heirloom,14-09-23,14-11-23,61,23.8,22.2,26.1,64.2,642,31325,12.4,7.7,242,103,192,3.5,6.8,17.09
4,Tomato,Heirloom,13-06-23,24-08-23,72,24.5,23,26.5,81.7,814,37223,16,6.8,198,57,177,2.5,6.8,21.95
1,Tomato,Cherry,09-02-23,08-05-23,88,24.5,23.4,26.2,83.5,874,18106,10,6.8,,,,1.3,6.9,15.68
3,Cucumber,Pickling,21-04-23,28-06-23,68,27.3,25.4,29.9,64.7,738,37052,14,8.8,174,86,152,0,6.3,6.38
5,Tomato,Heirloom,15-07-23,12-10-23,89,25.3,23.9,26.3,68.5,642,39481,15.6,9.4,,,,4.6,6.6,15.08
1,Cucumber,Pickling,30-09-23,21-11-23,52,21.6,20.5,23,80,851,27603,11.3,8.7,167,59,185,1.7,6,9.85
